;tweet_cleans;tweet_english;klasifikasi
1113;yuk bun diagendakan kontrol kandungannya biar pinter kaya dokternya ramah kaya perawatnya ganteng kaya adminya pmiselalubantu pmisolobergeraklebih pmisolo usgmurah kandungan;come on, let's schedule an obstetric control so you can be smart, like the doctor, friendly, like the nurse, handsome, like the admin, always help pmisolo move more, pmisolo ultrasound, cheap pregn;Positif
1114;bawa kesan ceria ajaa dokternya ngikut keliatannya gimana pas cek nnti nya gabakal in penyakit penyakit semangattt pikiran pikiran sehaatt biar gada yg;just bring a cheerful impression, the doctor will follow what it looks like when you check later, you won't get sick and sick, your mind will be healthy, so that nothing will happen;Negatif
1115;liat dokternya ganteng wangi si bocil gk jdi takut diperiksa request ma jdi papahku aja jdi emaknya langsung mengiyakan aduh beneran kerasa wanginya;seeing the doctor, handsome, smells good, the little boy isn't afraid to be checked, so it's just my papa so his mother immediately agrees, i really do smell good;Netral
1116;dokternya bilang diluar negeri memperkerjakan hamil kejahatan dikita aja ya bu me sabar dok sabar jan emosi pukpuk dokternya;the doctor said overseas hiring pregnant is a bit of a crime, yes, ma'am, be patient, doc, be patient, don't be emotional, fertilize the doctor;Positif
1117;meirose tara basro yg nya yg absurd udah dokternya reza bapaknya akbar reza;meirose tara basro which is absurd, the doctor is reza, the father is akbar reza;Netral
1118;dokternya emang efek samping vaksinnya sih sakit besok coba kompres pake air hangat deh thank you sarannya;the doctor is really a side effect of the vaccine, it hurts tomorrow, try to compress it with warm water, thank you for the advic;Positif
1119;ngerasain namanya dikerjain bp udh mah disuruh bolak smpe minggu ehh ud dpt jadwal diundur lgi alesannya izin praktek dokternya habis helowwww koq amet ya pdhl bayar bulanan lho syedihhh dramacabutgigi;i feel like my name is being manipulated by bp, i've been told to go back and forth until a week, ehh, the schedule has been postponed again, the reason is that the doctor's license has expired, helowwww, how come it's amet, if you pay monthly, you know, it's sad to have a tooth extract;Netral
1120;dokternya gimana semoga flu ya kaaak emang musimnya istirahat yg cepat sembuh;how is the doctor, i hope first, sis, it's time for a quick rest;Netral
1121;abis periksa mata dokternya galak bener;after checking the doctor's eyes, it's really scari;Negatif
1122;iyaaa takut aja dokternya ngomong ngga ngenakin diapain gitu ngga ngga;yes, i'm afraid the doctor will say it doesn't work, what's wrong with that or not;Negatif
1123;;;
1124;abis jatuh dee kamar mandi dirahang kiri yg retak trus dokternya kayak dipasang behel behelnya digusi trus giginya dikunci gak mangap;after falling in the bathroom, his left jaw cracked, then the doctor seemed to put braces on his gums and his teeth were locked and it didn't work;Netral
1125;maaf kak lupa cantumin scabies nya udah sebulan ga salepin doang dokternya bilang salep nya hilangin scabies ngga udah salep;sorry, sis, i forgot to mention the scabies, it's been a month without the ointment, but the doctor said the ointment is getting rid of scabies, there's no ointment.;Negatif
1127;nunggu jam dokternya lupa ngabarin susternya masukin namaku antrean karma nepotisme;waiting for the doctor's hour, forgot to tell the nurse, put my name in the line, karma nepot;Netral
1128;udh jam trs blm masuk ruangan dokternya pusing;it's been hours and i haven't entered the doctor's room, i'm dizzi;Negatif
1129;dokternya ras elf;elf race doctor;Negatif
1130;hottie susternya bagus;sister hottie is good;Negatif
1131;jam cuman nyari obat tidur yg nolak apoteknya resep dokternya periksanya untungnya;i'm just looking for sleeping pills, the pharmacy refuses, the doctor's prescription is checked, luckili;Negatif
1132;tolong cek dokter mata secepatnya ya bantu dokternya;please check the eye doctor asap, please help the doctor;Netral
1135;duh sebenrnya gue takut dokter dokternya palingan doang;duh, actually i'm afraid of the doctors at least;Negatif
1136;kirain antrinya yg emg kecepetan dokternya dteng;i think it means the speed of the doctor com;Netral
1137;gem semoga dokternya cakep aamiin;gem hope the doctor is handsome amen;Positif
1138;dokternya sakit ah;the doctor is sick;Negatif
1139;nahkann sampe dokternya gitu gak pusing mbak gak demam jalan gak sesek ya emang gak;nah, until the doctor was like that, i didn't get dizzy, sis, i didn't have a fever, i didn't feel sore, didn't i?;Netral
1140;mamahku konsul erha pencuci muka serum pelembab sunscreen erha tpi krim yg khusus racikan gtu dri dokternya nggak dijual bebas;my mom is the consul, erha, face wash, moisturizing serum, sunscreen, erha, but the cream specially formulated by the doctor is not for sale.;Netral
1141;sebulan mengalami long post covid kali dokter internis dokter anak tetep banget ya dokternya tetep ga nyangka umurnya taun karna kasurnya kependekan;a month having a long post covid times the internist pediatrician is still very good, the doctor still doesn't expect his age to be years because the mattress is too short;Netral
1142;dokternya deket mekdi besok abis kesana langsung mekdi kali ya wkwkwkkww;the doctor is near mekdi, tomorrow after that, go straight to mekdi next time, okkkkkkkkk;Netral
1143;dokternya kaya gini jdi pengen berobat sakit biar pas sehat bawain bekel dokternya feedback ya;the doctor is like this, so i want to treat sick so that when i'm healthy, bring the doctor's repair shop, feedback, okay?;Positif
1144;dokternya suruh buka sebentar krna dadut udh urgent infeksi sma demam dokter menyarankan kakinya dadut dipotong infus antibiotik ya pilih mending infus sma dikasih obat krna dipotong lg dadut ga kuat kasian;the doctor told him to open it for a while because the dice were urgently infected with fever. the doctor suggested that his legs be cut off with an antibiotic infusion, so it's better to give him medicine for the infusion, because it's cut into cubes, it's not strong, poor;Netral
1145;jemput suki aja bilang ga diambil aja suki biar dokternya aja duitnya beli kambing lisannya kalo ngobrol;just pick up suki, just say don't take it, suki, just let the doctor buy the money when he talk;Positif
1146;rs kakak gue dokternya nyaranin pake obat obatan or vitamin yg dibeli dimana aja kyk panadol amunizer dsb nyaranin list makanan karna kalo nungguin begituan wkwkwk;my sister's doctor, the doctor recommends using medicines or vitamins that are bought anywhere, like panadol ammunizer, etc., suggesting a food list because if you wait that's the way it is wkwkwk;Netral
1147;random sih wkwkw gaada angin gaada hujan naeunnya temen dokternya;it's random, no wind, no rain, but the doctor's friend;Netral
1148;keren dokternya bingung;cool the doctor is confus;Netral
1149;suka sm dokternya kerjaannya rapi trus dokternya harum serius pas periksa enjoy drpd bau disinfektan;i like the doctor, raffi's work, then the doctor must be serious when checking, enjoy it instead of the smell of disinfect;Netral
1150;dokternya ramah masi muda sampe panggil kak;the doctor is friendly, he is still young until he calls y;Positif
1151;kasihan gk bs bersyukur dokter spt gk bahaya pasiennya sumpah dokternya dikemanain;i'm sorry i can't be grateful for the doctor like it's not dangerous for the patient, where is the doctor's oath?;Positif
1152;lucu bu dokternya;the doctor is cut;Netral
1153;sampe kmrn dokternya bilang dek ayo liatin miring dikit nge prank sayaa biarlah pantau sampe wkwk;until the doctor said, let's look at it sideways a little bit and prank me, let's watch it until wkwk;Negatif
1154;dokternya nyerah kalah sakti;the doctor gave up and lost;Positif
1156;buruh dr romantic pls tp dokternya isinya dokter sm gabung gt;dr romantic workers pls but the doctor is a doctor sm join gt;Positif
1157;iya kaki kebentur sampe biru sakit banget dikasih dokternya tablet lafen ibuprofen alhamdulillah sembuh;yes, i hit my leg until it was blue, it really hurt, the doctor gave me a lafen ibuprofen tablet, thank god it's h;Netral
1158;kyungjun dlu pas australia pengen dokter bedah kebayang entar dokternya auto gimana yaa;kyungjun used to want to be a surgeon when you were in australia, imagine whether the doctor will be auto, okay?;Netral
1160;anaknya kang kah kalo vaksin lepasin kang kasihan susternya;is it your child, if you release the vaccine, i feel sorry for the nurs;Positif
1161;iya tumor jinak sih gk seseram kanker yg butuh kemo bolak konsul dokternya;yes, benign tumors are not as scary as cancer, which requires chemo to consult the doctor;Positif
1162;aduh jdi keinget gue oernah ngestory ugd gtu nungguin lupa trs ngomong hau gaes ugd enak bangett trs diliatin sm susternya plus pasien trs ditarik bokap suruh diem;oops, remember, i've never been telling a story, i'm waiting, i forgot to tell you, i'm fine.;Negatif
1163;minggu dokter karna sakit perut kanan dokternya ngasih obat maag larang makan pedes kecut roti mie bingung ngasih maag makan ga telat pas sakit udah makan jaman;sunday, the doctor because of right stomach pain, the doctor gave him medicine for stomach ulcers, forbade eating spicy, sour, bread, confused, confused about giving ulcers, i didn't eat late when i was sick, i had eaten tim;Positif
1164;dikasih betahistine mesilate dokternya wkwk;the doctor was given betahistine mesil;Positif
1165;gaa konsul dlu aja dokternya tau km alergi bahan skinker gituu ntar kl udah tau cari skinker sendirii;don't consul first, the doctor knows that you are allergic to skinker ingredients, then when you know, look for skinkers yourself;Netral
1166;usia kehamilan andin andin rutin check up kandungan trus dokternya bilang fungsi organ jantung par;andin andin's gestational age routinely checks up the womb then the doctor says the function of the parietal organ;Positif
1167;suster dokternya judes yg pake bepejees bayar loh;the doctor nurse is a bitch who uses bpjs to pay for it;Netral
1168;ngasih obatnya jgn kebanyakan tau sakit apanya ce iya demam dikasih obat sakit perut kasihankan nyamukny bawa dokter dikasih resep sm dokternya;give the medicine, don't know too much what it hurts, yes, the fever is given, stomach pain medicine, pity the mosquitoes, bring the doctor, the doctor will give you a prescript;Netral
1169;kemaren dokternya tuh gabolehnya pas lasernha sampe korengnya kelupasan udah kelupasan huhuhu;yesterday the doctor couldn't even put the laser on it until the scabs peeled off, huhuhu;Netral
1170;gue ngakak kontrol behel abis nganga dokternya blg wkwkw ol ol sih dok manggil ol tmn gue ngakak aja;i laughed at the control of the stirrup. after that, the doctor said, wkwk;Positif
1171;usg yg obat tergantung dokternya;ultrasound the medicine depends on the doctor;Negatif
1172;risiko dapet jadwal berobat sabtu dokternya ngantri obatnya nguantriii;the risk of getting a treatment schedule on saturday, the doctor is queuing for the medicin;Netral
1173;eh maksudnya barengan nego dokternya duh maaf salah ketik;uh, i mean, together with the doctor, i'm sorry, i made a typo;Positif
